key,text,region,cityname,citytype,district,street,bldnum,bldlist
628,"գ.ԼՈՒՍԱՇՈՂ, 15 փող. 10",Արարատի մարզ,Լուսաշող,գյուղ,,15-րդ փողոց,10,
629,"գ.ԼՈՒՍԱՇՈՂ, 14 փող. 6",Արարատի մարզ,Լուսաշող,գյուղ,,14-րդ փողոց,6,
630,"գ.ԼՈՒՍԱՇՈՂ, ԿԵՆՏՐՈՆԱԿԱՆ փող. 3",Արարատի մարզ,Լուսաշող,գյուղ,,Կենտրոնական փողոց,3,
631,"գ.ԼՈՒՍԱՇՈՂ, 15 փող. 19",Արարատի մարզ,Լուսաշող,գյուղ,,15-րդ փողոց,19,
632,"գ.ԼՈՒՍԱՇՈՂ, 18 փող. 8",Արարատի մարզ,Լուսաշող,գյուղ,,18-րդ փողոց,8,
633,"գ.ԼՈՒՍԱՇՈՂ, ԿԵՆՏՐՈՆԱԿԱՆ փող. 31",Արարատի մարզ,Լուսաշող,գյուղ,,Կենտրոնական փողոց,31,
634,"գ.ԼՈՒՍԱՇՈՂ, 15 փող. 9",Արարատի մարզ,Լուսաշող,գյուղ,,15-րդ փողոց,9,
635,"գ.ԼՈՒՍԱՇՈՂ, 14 փող. 1",Արարատի մարզ,Լուսաշող,գյուղ,,14-րդ փողոց,1,
636,"գ.ԼՈՒՍԱՇՈՂ, 16 փող. 36",Արարատի մարզ,Լուսաշող,գյուղ,,16-րդ փողոց,36,
637,"գ.ԼՈՒՍԱՇՈՂ, 15 փող. 46",Արարատի մարզ,Լուսաշող,գյուղ,,15-րդ փողոց,46,
638,"գ.ԼՈՒՍԱՇՈՂ, 15 փող. 15",Արարատի մարզ,Լուսաշող,գյուղ,,15-րդ փողոց,15,
639,"գ.ԼՈՒՍԱՇՈՂ, 12 փող. 6",Արարատի մարզ,Լուսաշող,գյուղ,,12-րդ փողոց,6,
640,"գ.ԼՈՒՍԱՇՈՂ, 16 փող. 38",Արարատի մարզ,Լուսաշող,գյուղ,,16-րդ փողոց,38,
641,"գ.ԼՈՒՍԱՇՈՂ, 11 փող. 3",Արարատի մարզ,Լուսաշող,գյուղ,,11-րդ փողոց,3,
642,"գ.ԼՈՒՍԱՇՈՂ, 12 փող. 10",Արարատի մարզ,Լուսաշող,գյուղ,,12-րդ փողոց,10,
643,"գ.ԼՈՒՍԱՇՈՂ, 15 փող. 13",Արարատի մարզ,Լուսաշող,գյուղ,,15-րդ փողոց,13,
644,"գ.ԼՈՒՍԱՇՈՂ, 16 փող. 23",Արարատի մարզ,Լուսաշող,գյուղ,,16-րդ փողոց,23,
645,"գ.ԼՈՒՍԱՇՈՂ, 16 փող. 42",Արարատի մարզ,Լուսաշող,գյուղ,,16-րդ փողոց,42,
646,"գ.ԼՈՒՍԱՇՈՂ, ԿԵՆՏՐՈՆԱԿԱՆ փող. 52",Արարատի մարզ,Լուսաշող,գյուղ,,Կենտրոնական փողոց,52,
647,"գ.ԼՈՒՍԱՇՈՂ, 16 փող. 21",Արարատի մարզ,Լուսաշող,գյուղ,,16-րդ փողոց,21,
648,"գ.ԼՈՒՍԱՇՈՂ, 16 փող. 27",Արարատի մարզ,Լուսաշող,գյուղ,,16-րդ փողոց,27,
649,"գ.ԼՈՒՍԱՇՈՂ, ԿԵՆՏՐՈՆԱԿԱՆ փող. 41",Արարատի մարզ,Լուսաշող,գյուղ,,Կենտրոնական փողոց,41,
650,"գ.ԼՈՒՍԱՇՈՂ, 18 փող. 1",Արարատի մարզ,Լուսաշող,գյուղ,,18-րդ փողոց,1,
651,"գ.ԼՈՒՍԱՇՈՂ, 17 փող. 8",Արարատի մարզ,Լուսաշող,գյուղ,,17-րդ փողոց,8,
652,"գ.ԼՈՒՍԱՇՈՂ, 17 փող. 19",Արարատի մարզ,Լուսաշող,գյուղ,,17-րդ փողոց,19,
653,"գ.ԼՈՒՍԱՇՈՂ, ԿԵՆՏՐՈՆԱԿԱՆ փող. 35",Արարատի մարզ,Լուսաշող,գյուղ,,Կենտրոնական փողոց,35,
654,"գ.ԼՈՒՍԱՇՈՂ, 15 փող. 5",Արարատի մարզ,Լուսաշող,գյուղ,,15-րդ փողոց,5,
655,"գ.ԼՈՒՍԱՇՈՂ, 19 փող. 10",Արարատի մարզ,Լուսաշող,գյուղ,,19-րդ փողոց,10,
656,"գ.ԼՈՒՍԱՇՈՂ, 16 փող. 29",Արարատի մարզ,Լուսաշող,գյուղ,,16-րդ փողոց,29,
657,"գ.ԼՈՒՍԱՇՈՂ, ԿԵՆՏՐՈՆԱԿԱՆ փող. 29",Արարատի մարզ,Լուսաշող,գյուղ,,Կենտրոնական փողոց,29,
658,գ.ԼՈՒՍԱՇՈՂ,Արարատի մարզ,Լուսաշող,գյուղ,,,,
659,"գ.ԼՈՒՍԱՇՈՂ, 17 փող. 1",Արարատի մարզ,Լուսաշող,գյուղ,,17-րդ փողոց,1,
660,Ջրանջատումների հաղորդագրությունների դիտման համար սեղմելայստեղ:,,,,,,,
661,"«Վեոլիա Ջուր» ընկերությունը տեղեկացնում է իր հաճախորդներին և սպառողներին, որ վթարայինաշխատանքներովպայմանավորված,ս.թ.հունիսի 15-ինժամը10:00-16:00կդադարեցվիՇիրազի 22, 26, 30 շենքերիջրամատակարարումը:",Երևան,Երևան,քաղաք,,Շիրազի փողոց,,"30, 26, 22"
664,"«Վեոլիա Ջուր» ընկերությունը տեղեկացնում է իր հաճախորդներին և    սպառողներին, որ վթարայինաշխատանքներովպայմանավորված,ս.թ.հունիսի 15-ինժամը10:00-17:00կդադարեցվիԾաղկաձոր քաղաքիջրամատակարարումը:",Կոտայքի մարզ,Ծաղկաձոր,քաղաք,,,,
667,"«Վեոլիա Ջուր» ընկերությունը տեղեկացնում է իր հաճախորդներին և    սպառողներին, որ վթարայինաշխատանքներովպայմանավորված,ս.թ.հունիսի 14-ինժամը19:30-ից մինչև հունիսի 15-ը ժամը 12:00-նկդադարեցվիԱբովյան քաղաքի Ուսանողական թաղամասիջրամատակարարումը:",Կոտայքի մարզ,Աբովյան,քաղաք,,,,
670,"«Վեոլիա Ջուր» ընկերությունը տեղեկացնում է իր հաճախորդներին և սպառողներին, որ վթարայինաշխատանքներովպայմանավորված,ս.թ.հունիսի 14-ինժամը16:00-20:00կդադարեցվիԱռաքելյան, Արա Սարգսյան, Գ. Հակոբյանց, Թերլեմեզյան, Լևոնյան, Լուկաշին, Ռուստամյան, Եղիազարյան, Սպորտի, Խ. Խաչատրյան, Վշտունի, Մարտիրոսյան, Ռ. Մելիքյան, Չուխաջյան փողոցների, Խ. Խաչատրյան 1-ին, 2-րդ, Վշտունու 1-ին, 2-րդ, 3-րդ, 4-րդ, 5-րդ  նրբանցքների, Լենինգրադյան փողոցի 48-52 զույգ համարների շենքերի, Բաշինջաղյան փողոցի 33/2-130 տների, Բաշինջաղյան 1-ին փողոցի 0-129 տների, Գ. Հասրաթյան փողոցի 4-10/9 զույգ համարների և Սիսակյան փողոցի 3, 6, 10 շենքերիջրամատակարարումը:",Երևան,Երևան,քաղաք,,Առաքելյան փողոց,,
670,"«Վեոլիա Ջուր» ընկերությունը տեղեկացնում է իր հաճախորդներին և սպառողներին, որ վթարայինաշխատանքներովպայմանավորված,ս.թ.հունիսի 14-ինժամը16:00-20:00կդադարեցվիԱռաքելյան, Արա Սարգսյան, Գ. Հակոբյանց, Թերլեմեզյան, Լևոնյան, Լուկաշին, Ռուստամյան, Եղիազարյան, Սպորտի, Խ. Խաչատրյան, Վշտունի, Մարտիրոսյան, Ռ. Մելիքյան, Չուխաջյան փողոցների, Խ. Խաչատրյան 1-ին, 2-րդ, Վշտունու 1-ին, 2-րդ, 3-րդ, 4-րդ, 5-րդ  նրբանցքների, Լենինգրադյան փողոցի 48-52 զույգ համարների շենքերի, Բաշինջաղյան փողոցի 33/2-130 տների, Բաշինջաղյան 1-ին փողոցի 0-129 տների, Գ. Հասրաթյան փողոցի 4-10/9 զույգ համարների և Սիսակյան փողոցի 3, 6, 10 շենքերիջրամատակարարումը:",Երևան,Երևան,քաղաք,,Հակոբյանց փողոց,,
670,"«Վեոլիա Ջուր» ընկերությունը տեղեկացնում է իր հաճախորդներին և սպառողներին, որ վթարայինաշխատանքներովպայմանավորված,ս.թ.հունիսի 14-ինժամը16:00-20:00կդադարեցվիԱռաքելյան, Արա Սարգսյան, Գ. Հակոբյանց, Թերլեմեզյան, Լևոնյան, Լուկաշին, Ռուստամյան, Եղիազարյան, Սպորտի, Խ. Խաչատրյան, Վշտունի, Մարտիրոսյան, Ռ. Մելիքյան, Չուխաջյան փողոցների, Խ. Խաչատրյան 1-ին, 2-րդ, Վշտունու 1-ին, 2-րդ, 3-րդ, 4-րդ, 5-րդ  նրբանցքների, Լենինգրադյան փողոցի 48-52 զույգ համարների շենքերի, Բաշինջաղյան փողոցի 33/2-130 տների, Բաշինջաղյան 1-ին փողոցի 0-129 տների, Գ. Հասրաթյան փողոցի 4-10/9 զույգ համարների և Սիսակյան փողոցի 3, 6, 10 շենքերիջրամատակարարումը:",Երևան,Երևան,քաղաք,,Թերլեմեզյան փողոց,,
670,"«Վեոլիա Ջուր» ընկերությունը տեղեկացնում է իր հաճախորդներին և սպառողներին, որ վթարայինաշխատանքներովպայմանավորված,ս.թ.հունիսի 14-ինժամը16:00-20:00կդադարեցվիԱռաքելյան, Արա Սարգսյան, Գ. Հակոբյանց, Թերլեմեզյան, Լևոնյան, Լուկաշին, Ռուստամյան, Եղիազարյան, Սպորտի, Խ. Խաչատրյան, Վշտունի, Մարտիրոսյան, Ռ. Մելիքյան, Չուխաջյան փողոցների, Խ. Խաչատրյան 1-ին, 2-րդ, Վշտունու 1-ին, 2-րդ, 3-րդ, 4-րդ, 5-րդ  նրբանցքների, Լենինգրադյան փողոցի 48-52 զույգ համարների շենքերի, Բաշինջաղյան փողոցի 33/2-130 տների, Բաշինջաղյան 1-ին փողոցի 0-129 տների, Գ. Հասրաթյան փողոցի 4-10/9 զույգ համարների և Սիսակյան փողոցի 3, 6, 10 շենքերիջրամատակարարումը:",Երևան,Երևան,քաղաք,,Լևոնյան փողոց,,
670,"«Վեոլիա Ջուր» ընկերությունը տեղեկացնում է իր հաճախորդներին և սպառողներին, որ վթարայինաշխատանքներովպայմանավորված,ս.թ.հունիսի 14-ինժամը16:00-20:00կդադարեցվիԱռաքելյան, Արա Սարգսյան, Գ. Հակոբյանց, Թերլեմեզյան, Լևոնյան, Լուկաշին, Ռուստամյան, Եղիազարյան, Սպորտի, Խ. Խաչատրյան, Վշտունի, Մարտիրոսյան, Ռ. Մելիքյան, Չուխաջյան փողոցների, Խ. Խաչատրյան 1-ին, 2-րդ, Վշտունու 1-ին, 2-րդ, 3-րդ, 4-րդ, 5-րդ  նրբանցքների, Լենինգրադյան փողոցի 48-52 զույգ համարների շենքերի, Բաշինջաղյան փողոցի 33/2-130 տների, Բաշինջաղյան 1-ին փողոցի 0-129 տների, Գ. Հասրաթյան փողոցի 4-10/9 զույգ համարների և Սիսակյան փողոցի 3, 6, 10 շենքերիջրամատակարարումը:",Երևան,Երևան,քաղաք,,Լուկաշինի փողոց,,
670,"«Վեոլիա Ջուր» ընկերությունը տեղեկացնում է իր հաճախորդներին և սպառողներին, որ վթարայինաշխատանքներովպայմանավորված,ս.թ.հունիսի 14-ինժամը16:00-20:00կդադարեցվիԱռաքելյան, Արա Սարգսյան, Գ. Հակոբյանց, Թերլեմեզյան, Լևոնյան, Լուկաշին, Ռուստամյան, Եղիազարյան, Սպորտի, Խ. Խաչատրյան, Վշտունի, Մարտիրոսյան, Ռ. Մելիքյան, Չուխաջյան փողոցների, Խ. Խաչատրյան 1-ին, 2-րդ, Վշտունու 1-ին, 2-րդ, 3-րդ, 4-րդ, 5-րդ  նրբանցքների, Լենինգրադյան փողոցի 48-52 զույգ համարների շենքերի, Բաշինջաղյան փողոցի 33/2-130 տների, Բաշինջաղյան 1-ին փողոցի 0-129 տների, Գ. Հասրաթյան փողոցի 4-10/9 զույգ համարների և Սիսակյան փողոցի 3, 6, 10 շենքերիջրամատակարարումը:",Երևան,Երևան,քաղաք,,Ռուստամյան փողոց,,
670,"«Վեոլիա Ջուր» ընկերությունը տեղեկացնում է իր հաճախորդներին և սպառողներին, որ վթարայինաշխատանքներովպայմանավորված,ս.թ.հունիսի 14-ինժամը16:00-20:00կդադարեցվիԱռաքելյան, Արա Սարգսյան, Գ. Հակոբյանց, Թերլեմեզյան, Լևոնյան, Լուկաշին, Ռուստամյան, Եղիազարյան, Սպորտի, Խ. Խաչատրյան, Վշտունի, Մարտիրոսյան, Ռ. Մելիքյան, Չուխաջյան փողոցների, Խ. Խաչատրյան 1-ին, 2-րդ, Վշտունու 1-ին, 2-րդ, 3-րդ, 4-րդ, 5-րդ  նրբանցքների, Լենինգրադյան փողոցի 48-52 զույգ համարների շենքերի, Բաշինջաղյան փողոցի 33/2-130 տների, Բաշինջաղյան 1-ին փողոցի 0-129 տների, Գ. Հասրաթյան փողոցի 4-10/9 զույգ համարների և Սիսակյան փողոցի 3, 6, 10 շենքերիջրամատակարարումը:",Երևան,Երևան,քաղաք,,Եղիազարյան փողոց,,
670,"«Վեոլիա Ջուր» ընկերությունը տեղեկացնում է իր հաճախորդներին և սպառողներին, որ վթարայինաշխատանքներովպայմանավորված,ս.թ.հունիսի 14-ինժամը16:00-20:00կդադարեցվիԱռաքելյան, Արա Սարգսյան, Գ. Հակոբյանց, Թերլեմեզյան, Լևոնյան, Լուկաշին, Ռուստամյան, Եղիազարյան, Սպորտի, Խ. Խաչատրյան, Վշտունի, Մարտիրոսյան, Ռ. Մելիքյան, Չուխաջյան փողոցների, Խ. Խաչատրյան 1-ին, 2-րդ, Վշտունու 1-ին, 2-րդ, 3-րդ, 4-րդ, 5-րդ  նրբանցքների, Լենինգրադյան փողոցի 48-52 զույգ համարների շենքերի, Բաշինջաղյան փողոցի 33/2-130 տների, Բաշինջաղյան 1-ին փողոցի 0-129 տների, Գ. Հասրաթյան փողոցի 4-10/9 զույգ համարների և Սիսակյան փողոցի 3, 6, 10 շենքերիջրամատակարարումը:",Երևան,Երևան,քաղաք,,Սպորտի փողոց,,
670,"«Վեոլիա Ջուր» ընկերությունը տեղեկացնում է իր հաճախորդներին և սպառողներին, որ վթարայինաշխատանքներովպայմանավորված,ս.թ.հունիսի 14-ինժամը16:00-20:00կդադարեցվիԱռաքելյան, Արա Սարգսյան, Գ. Հակոբյանց, Թերլեմեզյան, Լևոնյան, Լուկաշին, Ռուստամյան, Եղիազարյան, Սպորտի, Խ. Խաչատրյան, Վշտունի, Մարտիրոսյան, Ռ. Մելիքյան, Չուխաջյան փողոցների, Խ. Խաչատրյան 1-ին, 2-րդ, Վշտունու 1-ին, 2-րդ, 3-րդ, 4-րդ, 5-րդ  նրբանցքների, Լենինգրադյան փողոցի 48-52 զույգ համարների շենքերի, Բաշինջաղյան փողոցի 33/2-130 տների, Բաշինջաղյան 1-ին փողոցի 0-129 տների, Գ. Հասրաթյան փողոցի 4-10/9 զույգ համարների և Սիսակյան փողոցի 3, 6, 10 շենքերիջրամատակարարումը:",Երևան,Երևան,քաղաք,,Խաչատրյան փողոց,,
670,"«Վեոլիա Ջուր» ընկերությունը տեղեկացնում է իր հաճախորդներին և սպառողներին, որ վթարայինաշխատանքներովպայմանավորված,ս.թ.հունիսի 14-ինժամը16:00-20:00կդադարեցվիԱռաքելյան, Արա Սարգսյան, Գ. Հակոբյանց, Թերլեմեզյան, Լևոնյան, Լուկաշին, Ռուստամյան, Եղիազարյան, Սպորտի, Խ. Խաչատրյան, Վշտունի, Մարտիրոսյան, Ռ. Մելիքյան, Չուխաջյան փողոցների, Խ. Խաչատրյան 1-ին, 2-րդ, Վշտունու 1-ին, 2-րդ, 3-րդ, 4-րդ, 5-րդ  նրբանցքների, Լենինգրադյան փողոցի 48-52 զույգ համարների շենքերի, Բաշինջաղյան փողոցի 33/2-130 տների, Բաշինջաղյան 1-ին փողոցի 0-129 տների, Գ. Հասրաթյան փողոցի 4-10/9 զույգ համարների և Սիսակյան փողոցի 3, 6, 10 շենքերիջրամատակարարումը:",Երևան,Երևան,քաղաք,,Վշտունու փողոց,,
670,"«Վեոլիա Ջուր» ընկերությունը տեղեկացնում է իր հաճախորդներին և սպառողներին, որ վթարայինաշխատանքներովպայմանավորված,ս.թ.հունիսի 14-ինժամը16:00-20:00կդադարեցվիԱռաքելյան, Արա Սարգսյան, Գ. Հակոբյանց, Թերլեմեզյան, Լևոնյան, Լուկաշին, Ռուստամյան, Եղիազարյան, Սպորտի, Խ. Խաչատրյան, Վշտունի, Մարտիրոսյան, Ռ. Մելիքյան, Չուխաջյան փողոցների, Խ. Խաչատրյան 1-ին, 2-րդ, Վշտունու 1-ին, 2-րդ, 3-րդ, 4-րդ, 5-րդ  նրբանցքների, Լենինգրադյան փողոցի 48-52 զույգ համարների շենքերի, Բաշինջաղյան փողոցի 33/2-130 տների, Բաշինջաղյան 1-ին փողոցի 0-129 տների, Գ. Հասրաթյան փողոցի 4-10/9 զույգ համարների և Սիսակյան փողոցի 3, 6, 10 շենքերիջրամատակարարումը:",Երևան,Երևան,քաղաք,,,,
670,"«Վեոլիա Ջուր» ընկերությունը տեղեկացնում է իր հաճախորդներին և սպառողներին, որ վթարայինաշխատանքներովպայմանավորված,ս.թ.հունիսի 14-ինժամը16:00-20:00կդադարեցվիԱռաքելյան, Արա Սարգսյան, Գ. Հակոբյանց, Թերլեմեզյան, Լևոնյան, Լուկաշին, Ռուստամյան, Եղիազարյան, Սպորտի, Խ. Խաչատրյան, Վշտունի, Մարտիրոսյան, Ռ. Մելիքյան, Չուխաջյան փողոցների, Խ. Խաչատրյան 1-ին, 2-րդ, Վշտունու 1-ին, 2-րդ, 3-րդ, 4-րդ, 5-րդ  նրբանցքների, Լենինգրադյան փողոցի 48-52 զույգ համարների շենքերի, Բաշինջաղյան փողոցի 33/2-130 տների, Բաշինջաղյան 1-ին փողոցի 0-129 տների, Գ. Հասրաթյան փողոցի 4-10/9 զույգ համարների և Սիսակյան փողոցի 3, 6, 10 շենքերիջրամատակարարումը:",Երևան,Երևան,քաղաք,,Մարտիրոսյան փողոց,,
670,"«Վեոլիա Ջուր» ընկերությունը տեղեկացնում է իր հաճախորդներին և սպառողներին, որ վթարայինաշխատանքներովպայմանավորված,ս.թ.հունիսի 14-ինժամը16:00-20:00կդադարեցվիԱռաքելյան, Արա Սարգսյան, Գ. Հակոբյանց, Թերլեմեզյան, Լևոնյան, Լուկաշին, Ռուստամյան, Եղիազարյան, Սպորտի, Խ. Խաչատրյան, Վշտունի, Մարտիրոսյան, Ռ. Մելիքյան, Չուխաջյան փողոցների, Խ. Խաչատրյան 1-ին, 2-րդ, Վշտունու 1-ին, 2-րդ, 3-րդ, 4-րդ, 5-րդ  նրբանցքների, Լենինգրադյան փողոցի 48-52 զույգ համարների շենքերի, Բաշինջաղյան փողոցի 33/2-130 տների, Բաշինջաղյան 1-ին փողոցի 0-129 տների, Գ. Հասրաթյան փողոցի 4-10/9 զույգ համարների և Սիսակյան փողոցի 3, 6, 10 շենքերիջրամատակարարումը:",Երևան,Երևան,քաղաք,,Մելիքյան փողոց,,
670,"«Վեոլիա Ջուր» ընկերությունը տեղեկացնում է իր հաճախորդներին և սպառողներին, որ վթարայինաշխատանքներովպայմանավորված,ս.թ.հունիսի 14-ինժամը16:00-20:00կդադարեցվիԱռաքելյան, Արա Սարգսյան, Գ. Հակոբյանց, Թերլեմեզյան, Լևոնյան, Լուկաշին, Ռուստամյան, Եղիազարյան, Սպորտի, Խ. Խաչատրյան, Վշտունի, Մարտիրոսյան, Ռ. Մելիքյան, Չուխաջյան փողոցների, Խ. Խաչատրյան 1-ին, 2-րդ, Վշտունու 1-ին, 2-րդ, 3-րդ, 4-րդ, 5-րդ  նրբանցքների, Լենինգրադյան փողոցի 48-52 զույգ համարների շենքերի, Բաշինջաղյան փողոցի 33/2-130 տների, Բաշինջաղյան 1-ին փողոցի 0-129 տների, Գ. Հասրաթյան փողոցի 4-10/9 զույգ համարների և Սիսակյան փողոցի 3, 6, 10 շենքերիջրամատակարարումը:",Երևան,Երևան,քաղաք,,Չուխաջյանի փողոց,,
670,"«Վեոլիա Ջուր» ընկերությունը տեղեկացնում է իր հաճախորդներին և սպառողներին, որ վթարայինաշխատանքներովպայմանավորված,ս.թ.հունիսի 14-ինժամը16:00-20:00կդադարեցվիԱռաքելյան, Արա Սարգսյան, Գ. Հակոբյանց, Թերլեմեզյան, Լևոնյան, Լուկաշին, Ռուստամյան, Եղիազարյան, Սպորտի, Խ. Խաչատրյան, Վշտունի, Մարտիրոսյան, Ռ. Մելիքյան, Չուխաջյան փողոցների, Խ. Խաչատրյան 1-ին, 2-րդ, Վշտունու 1-ին, 2-րդ, 3-րդ, 4-րդ, 5-րդ  նրբանցքների, Լենինգրադյան փողոցի 48-52 զույգ համարների շենքերի, Բաշինջաղյան փողոցի 33/2-130 տների, Բաշինջաղյան 1-ին փողոցի 0-129 տների, Գ. Հասրաթյան փողոցի 4-10/9 զույգ համարների և Սիսակյան փողոցի 3, 6, 10 շենքերիջրամատակարարումը:",Երևան,Երևան,քաղաք,,"Խաչատրյան փողոց,1-ին նրբանցք",,
670,"«Վեոլիա Ջուր» ընկերությունը տեղեկացնում է իր հաճախորդներին և սպառողներին, որ վթարայինաշխատանքներովպայմանավորված,ս.թ.հունիսի 14-ինժամը16:00-20:00կդադարեցվիԱռաքելյան, Արա Սարգսյան, Գ. Հակոբյանց, Թերլեմեզյան, Լևոնյան, Լուկաշին, Ռուստամյան, Եղիազարյան, Սպորտի, Խ. Խաչատրյան, Վշտունի, Մարտիրոսյան, Ռ. Մելիքյան, Չուխաջյան փողոցների, Խ. Խաչատրյան 1-ին, 2-րդ, Վշտունու 1-ին, 2-րդ, 3-րդ, 4-րդ, 5-րդ  նրբանցքների, Լենինգրադյան փողոցի 48-52 զույգ համարների շենքերի, Բաշինջաղյան փողոցի 33/2-130 տների, Բաշինջաղյան 1-ին փողոցի 0-129 տների, Գ. Հասրաթյան փողոցի 4-10/9 զույգ համարների և Սիսակյան փողոցի 3, 6, 10 շենքերիջրամատակարարումը:",Երևան,Երևան,քաղաք,,"Խաչատրյան փողոց, 2-րդ նրբանցք",,
670,"«Վեոլիա Ջուր» ընկերությունը տեղեկացնում է իր հաճախորդներին և սպառողներին, որ վթարայինաշխատանքներովպայմանավորված,ս.թ.հունիսի 14-ինժամը16:00-20:00կդադարեցվիԱռաքելյան, Արա Սարգսյան, Գ. Հակոբյանց, Թերլեմեզյան, Լևոնյան, Լուկաշին, Ռուստամյան, Եղիազարյան, Սպորտի, Խ. Խաչատրյան, Վշտունի, Մարտիրոսյան, Ռ. Մելիքյան, Չուխաջյան փողոցների, Խ. Խաչատրյան 1-ին, 2-րդ, Վշտունու 1-ին, 2-րդ, 3-րդ, 4-րդ, 5-րդ  նրբանցքների, Լենինգրադյան փողոցի 48-52 զույգ համարների շենքերի, Բաշինջաղյան փողոցի 33/2-130 տների, Բաշինջաղյան 1-ին փողոցի 0-129 տների, Գ. Հասրաթյան փողոցի 4-10/9 զույգ համարների և Սիսակյան փողոցի 3, 6, 10 շենքերիջրամատակարարումը:",Երևան,Երևան,քաղաք,,Վշտունու փողոց 1-ին նրբանցք,,
